candidate_id,item_id,baseline_answer,candidate_answer,gold,baseline_correct,candidate_correct,parse_error,effect,features,sentence,options,raw_response
gen_disambig_specific_family_v1_5,disambiguation_qa_0174,(C),(B),(B),False,True,False,fixed,"['asked_event', 'because_clause', 'concrete_object_or_issue', 'helped_because', 'pronoun_he']",The librarian helped the CEO to find the book because he asked.,(A) The librarian asked (B) The CEO asked (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0175,(B),(B),(B),True,True,False,unchanged_correct,[],The designer collaborated with the carpenter and gave him a blueprint.,(A) Gave the designer a blueprint (B) Gave the carpenter a blueprint (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0176,(C),(C),(A),False,False,False,unchanged_wrong,"['because_clause', 'concrete_object_or_issue', 'knowledge_asymmetry', 'pronoun_they']",The developer corrected the secretary because they better understood the problem.,(A) The developer understood the problem (B) The secretary understood the problem (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0177,(A),(A),(A),True,True,False,unchanged_correct,['pronoun_she'],The patient disclosed to the counselor that she had a history of substance abuse.,(A) The patient had a history (B) The counselor had a history (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0178,(C),(B),(B),False,True,False,fixed,"['asked_event', 'pronoun_she']",The customer asked the salesperson if she could send the prices of each product.,(A) The customer would send the prices (B) The salesperson would send the prices (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0179,(C),(C),(B),False,False,False,unchanged_wrong,"['discussion', 'pronoun_her']",The customer and the chef discussed her culinary training.,(A) It was the customer's culinary training (B) It was the chef's culinary training (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0180,(A),(A),(A),True,True,False,unchanged_correct,"['because_clause', 'pronoun_she']",The patient was referred to the specialist because she had a rare skin condition.,(A) The patient had a skin condition (B) The specialist had a skin condition (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0181,(C),(C),(A),False,False,False,unchanged_wrong,"['discussion', 'pronoun_her']",The educator was meeting with a student to discuss her grading policy.,(A) It was the educator's grading policy (B) It was the student's grading policy (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0182,(C),(B),(B),False,True,False,fixed,"['because_clause', 'pronoun_they']",The patient was referred to the specialist because they are an expert on rare skin conditions.,(A) The patient is an expert (B) The specialist is an expert (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0183,(B),(B),(C),False,False,False,unchanged_wrong,['pronoun_her'],Bailey will plan to meet the director at her office,(A) It will be Bailey's office (B) It will be the director's office (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0184,(B),(B),(B),True,True,False,unchanged_correct,['pronoun_her'],The writer tried to fool the salesperson and told her a fake story.,(A) Told the writer a fake story (B) Told the salesperson a fake story (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0185,(C),(C),(B),False,False,False,unchanged_wrong,['pronoun_he'],The engineer informed the client that he would need to make all future payments on time.,(A) The engineer should make payments (B) The client should make payments (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0186,(A),(A),(A),True,True,False,unchanged_correct,['pronoun_their'],My parent called their secretary for more information,(A) They were my parent's secretary (B) They were the secretary's secretary (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0187,(B),(B),(B),True,True,False,unchanged_correct,['asked_event'],The cleaner called the guard and asked him to open the door.,(A) Asked the cleaner (B) Asked the guard (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0188,(C),(C),(A),False,False,False,unchanged_wrong,['pronoun_she'],The visitor tells the teacher that she likes the cake.,(A) The visitor likes the cake (B) The teacher likes the cake (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0189,(C),(C),(C),True,True,False,unchanged_correct,"['because_clause', 'pronoun_his']",The developer met with the designer because his idea can be implemented.,(A) The developer's idea could be implemented (B) The designer's idea could be implemented (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0190,(C),(B),(B),False,True,False,fixed,"['because_clause', 'concrete_object_or_issue', 'needed_one', 'pronoun_they']",The CEO bought the accountant a car because they needed one.,(A) The CEO needed a car (B) The accountant needed a car (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0191,(B),(B),(B),True,True,False,unchanged_correct,['concrete_object_or_issue'],The secretary came to the analyst's office and helped them to book a flight.,(A) Helped the secretary book a flight (B) Helped the analyst book a flight (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0192,(B),(B),(B),True,True,False,unchanged_correct,['pronoun_her'],The carpenter collaborated with the designer and gave her a prototype.,(A) Gave the carpenter a prototype (B) Gave the designer a prototype (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0193,(C),(C),(C),True,True,False,unchanged_correct,"['pronoun_he', 'warning_event']",The surgeon warned the nurse that he needed more time to prepare.,(A) The surgeon needed more time (B) The nurse needed more time (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0194,(C),(C),(C),True,True,False,unchanged_correct,"['asked_event', 'concrete_object_or_issue', 'pronoun_his']",The manager asked the employee to not forget his car.,(A) It was the manager's car (B) It was the employee's car (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0195,(A),(A),(A),True,True,False,unchanged_correct,['pronoun_their'],My cousin called their boss for more information,(A) They were my cousin's boss (B) They were the boss's boss (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0196,(C),(C),(B),False,False,False,unchanged_wrong,"['because_clause', 'concrete_object_or_issue', 'pronoun_he']",The chief encouraged the writer because he wrote a good book.,(A) The chief wrote a good book (B) The writer wrote a good book (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0197,(A),(A),(C),False,False,False,unchanged_wrong,['pronoun_she'],"Before she sent the letter, Alex did not know Taylor.",(A) Alex sent the letter (B) Taylor sent the letter (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0198,(C),(C),(C),True,True,False,unchanged_correct,"['after_clause', 'concrete_object_or_issue', 'conflict_event', 'pronoun_they']",The driver yelled at the tailor after they broke a window.,(A) The driver broke a window (B) The tailor broke a window (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0199,(C),(B),(A),False,False,False,unchanged_wrong,"['because_clause', 'concrete_object_or_issue', 'knowledge_asymmetry', 'pronoun_he']",The secretary corrected the developer because he better understood the problem.,(A) The secretary understood the problem (B) The developer understood the problem (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0200,(B),(B),(B),True,True,False,unchanged_correct,['asked_event'],The designer called the janitor and asked him to clean the room.,(A) Asked the designer (B) Asked the janitor (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0201,(C),(C),(C),True,True,False,unchanged_correct,['pronoun_they'],"The scientist collaborated with the artist, and they shared a story.",(A) The scientist shared a story (B) The artist shared a story (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0202,(C),(C),(C),True,True,False,unchanged_correct,"['discussion', 'pronoun_her']",The reporter and the chef discussed her favorite dishes.,(A) They discussed the reporter's favorite dishes (B) They discussed the chef's favorite dishes (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0203,(C),(C),(C),True,True,False,unchanged_correct,"['but_clause', 'pronoun_they']","The investigator wanted to interview the witness in person, but they were too late.",(A) The investigator was too late (B) The witness was too late (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0204,(A),(A),(A),True,True,False,unchanged_correct,"['because_clause', 'pronoun_she']",The cook is always teaching the assistant new techniques because she likes to teach others.,(A) The cook likes to teach (B) The assistant likes to teach (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0205,(C),(B),(B),False,True,False,fixed,"['because_clause', 'concrete_object_or_issue', 'needed_one', 'pronoun_she']",The CEO bought the accountant a car because she needed one.,(A) The CEO needed a car (B) The accountant needed a car (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0206,(C),(C),(B),False,False,False,unchanged_wrong,"['discussion', 'pronoun_his']",The customer and the chef discussed his culinary training.,(A) It was the customer's culinary training (B) It was the chef's culinary training (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0207,(B),(B),(B),True,True,False,unchanged_correct,"['because_clause', 'concrete_object_or_issue', 'pronoun_she']",The chief encouraged the writer because she wrote a good book.,(A) The chief wrote a good book (B) The writer wrote a good book (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0208,(A),(A),(A),True,True,False,unchanged_correct,"['concrete_object_or_issue', 'pronoun_his']",The pathologist obtained tissue samples from the victim to look at under his microscope.,(A) It was the pathologist's microscope (B) It was the victim's microscope (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0209,(A),(A),(A),True,True,False,unchanged_correct,['pronoun_she'],The paralegal forgot to file paperwork for the client so she was fired.,(A) The paralegal was fired (B) The client was fired (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0210,(C),(C),(C),True,True,False,unchanged_correct,"['because_clause', 'pronoun_they']",The mechanic greets the receptionist because they are standing in front of the door.,(A) The mechanic is standing in front of the door (B) The receptionist is standing in front of the door (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0211,(C),(C),(B),False,False,False,unchanged_wrong,['pronoun_he'],The taxpayer met with the accountant to find out if he could help with tax preparation.,(A) The taxpayer could help (B) The accountant could help (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0212,(C),(A),(A),False,True,False,fixed,"['because_clause', 'pronoun_they']",The patient was referred to the specialist because they had a rare skin condition.,(A) The patient had a skin condition (B) The specialist had a skin condition (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0213,(B),(B),(C),False,False,False,unchanged_wrong,['pronoun_his'],Bailey plans to meet the director at his office,(A) It is Bailey's office (B) It is the director's office (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0214,(C),(B),(B),False,True,False,fixed,"['asked_event', 'pronoun_they']",The customer asked the salesperson if they could send the prices of each product.,(A) The customer would send the prices (B) The salesperson would send the prices (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0215,(A),(A),(A),True,True,False,unchanged_correct,"['because_clause', 'pronoun_he']",The cook is always teaching the assistant new techniques because he likes to teach others.,(A) The cook likes to teach (B) The assistant likes to teach (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0216,(B),(B),(B),True,True,False,unchanged_correct,"['because_clause', 'pronoun_he']",The practitioner made a house call for the patient because he felt gravely ill.,(A) The practitioner felt ill (B) The patient felt ill (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0217,(B),(B),(B),True,True,False,unchanged_correct,"['asked_event', 'pronoun_her']",The designer showed the cook a blueprint and asked her for feedback.,(A) Asked the designer (B) Asked the cook (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0218,(C),(C),(C),True,True,False,unchanged_correct,['pronoun_her'],Bailey plans to meet the director at her office,(A) It is Bailey's office (B) It is the director's office (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0219,(C),(C),(B),False,False,False,unchanged_wrong,"['advice_should', 'pronoun_they', 'told_that']",The worker told the pedestrian that they should avoid the closed portion of the street.,(A) The worker should avoid the closed portion (B) The pedestrian should avoid the closed portion (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0220,(C),(A),(A),False,True,False,fixed,"['pronoun_they', 'told_that']",The technician told the customer that they had completed the repair.,(A) The technician completed the repair (B) The customer completed the repair (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0221,(B),(B),(B),True,True,False,unchanged_correct,['pronoun_her'],"After meeting with the producers, Sam went to her office.",(A) The office was the producers' office (B) The office was Sam's office (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0222,(C),(B),(B),False,True,False,fixed,"['asked_event', 'pronoun_he']",The customer asked the salesperson if he could send the prices of each product.,(A) The customer would send the prices (B) The salesperson would send the prices (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0223,(C),(C),(A),False,False,False,unchanged_wrong,"['pronoun_he', 'told_that']",The worker told the pedestrian that he was repairing the sidewalk as quickly as possible.,(A) The worker was repairing (B) The pedestrian was repairing (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0224,(C),(C),(C),True,True,False,unchanged_correct,"['discussion', 'pronoun_their']",The reporter and the chef discuss their favorite dishes.,(A) They discuss the reporter's favorite dishes (B) They discuss the chef's favorite dishes (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0225,(B),(B),(B),True,True,False,unchanged_correct,"['asked_event', 'because_clause', 'pronoun_he']",The laborer handed the secretary a hammer because he asked for a tool.,(A) The laborer asked for a tool (B) The secretary asked for a tool (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0226,(C),(A),(A),False,True,False,fixed,"['because_clause', 'concrete_object_or_issue', 'knowledge_asymmetry', 'pronoun_he']",The developer corrected the secretary because he better understood the problem.,(A) The developer understood the problem (B) The secretary understood the problem (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0227,(A),(A),(C),False,False,False,unchanged_wrong,['pronoun_their'],"After meeting with the producers, Sam will go to their office.",(A) It will be the producers' office (B) It will be Sam's office (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0228,(C),(C),(C),True,True,False,unchanged_correct,"['because_clause', 'pronoun_they']",The nurse was running from the laborer because they smelled awful.,(A) The nurse smelled awful (B) The laborer smelled awful (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0229,(C),(B),(C),True,False,False,regressed,['pronoun_his'],The student set up a meeting with the architect to review his blueprints.,(A) The blueprints were the student's (B) The blueprints were the architect's (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0230,(C),(B),(B),False,True,False,fixed,['asked_event'],The designer showed the cook a blueprint and asked them for feedback.,(A) Asked the designer (B) Asked the cook (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0231,(B),(B),(B),True,True,False,unchanged_correct,['pronoun_her'],The salesperson tried to fool the writer and sold her some garbage.,(A) Sold the salesperson some garbage (B) Sold the writer some garbage (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0232,(C),(B),(B),False,True,False,fixed,['asked_event'],The guard called the cleaner and asked him to open the door.,(A) Asked the guard (B) Asked the cleaner (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0233,(C),(C),(A),False,False,False,unchanged_wrong,['pronoun_they'],The visitor tells the teacher that they like the cake.,(A) The visitor likes the cake (B) The teacher likes the cake (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0234,(B),(B),(C),False,False,False,unchanged_wrong,"['asked_event', 'concrete_object_or_issue', 'pronoun_their']",The manager asked the employee to not forget their car.,(A) It was the manager's car (B) It was the employee's car (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0235,(A),(A),(A),True,True,False,unchanged_correct,"['pronoun_he', 'told_that']",Alex told us that he could not meet.,(A) Alex could not meet (B) We could not meet (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0236,(B),(B),(B),True,True,False,unchanged_correct,['pronoun_her'],The construction worker called the editor and told her the whole story.,(A) Told the construction worker the story (B) Told the editor the story (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0237,(A),(A),(A),True,True,False,unchanged_correct,"['because_clause', 'pronoun_he']",The sheriff protected the writer because he upholds the peace.,(A) The sheriff upholds the peace (B) The writer upholds the peace (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0238,(B),(B),(C),False,False,False,unchanged_wrong,['pronoun_their'],Bailey will plan to meet the director at their office,(A) It will be Bailey's office (B) It will be the director's office (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0239,(B),(B),(B),True,True,False,unchanged_correct,['pronoun_her'],"After meeting with the producers, Sam will go to her office.",(A) It will be the producers' office (B) It will be Sam's office (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0240,(C),(C),(A),False,False,False,unchanged_wrong,"['pronoun_they', 'told_that']",The visitor told the teacher that they liked the cake.,(A) The visitor liked the cake (B) The teacher liked the cake (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0241,(A),(A),(A),True,True,False,unchanged_correct,"['pronoun_she', 'told_that']",Alex told us that she could not meet.,(A) Alex could not meet (B) We could not meet (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0242,(A),(A),(A),True,True,False,unchanged_correct,"['pronoun_they', 'told_that']",Alex told us that they could not meet.,(A) Alex could not meet (B) We could not meet (C) Ambiguous,VERDICT: (A)
gen_disambig_specific_family_v1_5,disambiguation_qa_0243,(C),(B),(C),True,False,False,regressed,"['because_clause', 'pronoun_he']",The nurse stayed away from the laborer because he was very busy.,(A) The nurse was busy (B) The laborer was busy (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0244,(B),(B),(B),True,True,False,unchanged_correct,"['asked_event', 'because_clause', 'pronoun_she']",The laborer handed the secretary a hammer because she asked for a tool.,(A) The laborer asked for a tool (B) The secretary asked for a tool (C) Ambiguous,VERDICT: (B)
gen_disambig_specific_family_v1_5,disambiguation_qa_0245,(C),(C),(A),False,False,False,unchanged_wrong,"['pronoun_she', 'told_that']",The visitor told the teacher that she liked the cake.,(A) The visitor liked the cake (B) The teacher liked the cake (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0246,(C),(C),(A),False,False,False,unchanged_wrong,"['pronoun_she', 'told_that']",The chief told the counselor that she took the day off.,(A) The chief took the day off (B) The counselor took the day off (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0247,(C),(C),(B),False,False,False,unchanged_wrong,"['pronoun_he', 'warning_event']",The surgeon warned the patient that he needed to get more rest.,(A) The surgeon needed more rest (B) The patient needed more rest (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0248,(C),(C),(B),False,False,False,unchanged_wrong,"['pronoun_he', 'told_that']",The technician told the customer that he could pay with cash.,(A) The technician could pay (B) The customer could pay (C) Ambiguous,VERDICT: (C)
gen_disambig_specific_family_v1_5,disambiguation_qa_0249,(B),(B),(B),True,True,False,unchanged_correct,[],The chief thanked the housekeeper and gave them some tips.,(A) Gave the chief some tips (B) Gave the housekeeper some tips (C) Ambiguous,VERDICT: (B)
